8150:17,29,61,101,289,302,518,736,861,1958
8159:6,8,15,17,182,302,483,6400,10810,19221
8161:76,616,654,3584,4616,8357,9354,50961,54240,77681
8163:17,76,254,518,546,616,654,1995,2930,69032
8184:17,32,70,81,500,616,780,9585,26140,59031
8186:15,58,101,138,354,518,616,654,787,902
8200:3,8,58,76,84,302,616,654,866,1140
8206:15,103,262,616,787,1305,1598,15459,18994,30188
8217:8,17,32,58,361,508,518,654,787,866
8224:17,58,289,302,354,564,654,814,2982,7624
8225:774,899,1187,3434,6423,8871,9490,10046,25783,43335
8227:17,32,94,245,302,616,1267,2302,4268,4798
8229:17,29,58,76,84,289,302,616,14129,30002
8245:17,76,2139,2292,8454,10404,10503,17145,33562,116797
8263:40,698,1787,5056,6901,8476,14993,34920,65428,91897
8264:511,542,545,986,1758,9376,14147,19607,23716,100889
8270:17,61,84,302,518,654,1109,2136,10682,48507
8276:15,17,58,84,542,564,616,650,1196,1476
8285:8,15,17,84,302,518,27217,53139,81779,104478
8286:8,17,76,179,302,654,787,4456,20765,37478
8287:545,1758,6468,9800,10834,14597,23950,39436,68034,104350
8290:8,17,29,84,116,302,654,1102,10070,14617
8310:306,911,4341,6224,44227,49237,60114,99167,108999,120656
8314:224,891,1121,8226,35439,36797,61673,68279,74316,79667
8325:17,29,58,162,302,394,495,650,654,29185
8326:15,62,76,84,302,363,542,616,654,1348
8334:15,17,58,61,84,289,302,518,616,654
8336:8,29,84,616,866,4877,11664,13567,37886,67808
8343:8,58,62,238,616,650,654,1511,1550,26748
8347:15,61,94,495,508,616,866,1511,1578,4174
8352:15,17,76,564,616,709,1405,1606,1987,5567
8368:15,17,289,302,518,542,554,616,654,902
8380:168,336,752,1124,2548,4103,6097,7180,9417,14754
8396:15,17,32,58,97,116,285,302,616,43789
8401:3,58,84,239,302,361,654,726,837,5025
8406:8,17,29,58,245,402,518,699,787,1102
8411:58,84,239,301,302,354,361,654,866,1102
8413:8,15,17,245,364,409,542,690,1405,9331
8435:138,147,151,1822,3913,5496,10131,21963,32537,33778
8449:124,1712,2880,3172,4825,6434,7880,23191,27322,107332
8450:1550,1686,1711,13266,18803,22957,29837,37804,101220,102561
8476:17,29,58,62,302,356,616,654,8730,12830
8477:17,32,94,168,189,226,297,719,1405,3976
8491:70,140,496,529,687,1888,2204,2967,45211,56633
8499:8,17,32,245,402,564,1002,1205,3618,12117
8500:226,238,508,4455,8418,29047,31820,50294,60193,114133
8510:61,151,245,302,402,493,616,813,1822,10121
8513:11,15,17,65,76,363,1511,30316,60350,67481
8517:88,394,564,25041,29782,38829,42249,50759,57092,89026
8530:8,17,58,76,84,302,542,650,654,1196
8531:15,58,61,302,322,364,542,564,1196,1511
8534:398,2447,2934,4126,4941,9388,11641,11644,16155,24211
8536:8,17,245,518,542,616,654,947,1057,8579
8537:8,17,58,363,508,616,654,1568,1822,123101
8552:101,347,616,811,815,2265,7418,8337,13896,46303
8569:189,1206,1352,1527,4825,6434,7859,8848,10041,12990
8578:8,106,518,974,1957,2816,10466,14152,50156,65496
8581:17,76,236,302,364,616,654,698,14750,20850
8582:15,101,289,354,542,650,837,1102,1567,2868
8600:17,84,245,508,616,1099,8191,9152,35827,40871
8603:17,1023,7650,8660,21894,25937,47023,51517,66525,107237
8635:17,76,302,866,29884,55351,61492,87684,89647,114745
8636:302,5357,6901,8783,12388,26437,27747,28389,31739,45287
8637:8,17,58,254,302,354,361,654,866,1102
8644:17,58,194,289,568,1240,1332,20984,53644,55436
8651:245,302,496,654,736,873,875,947,1119,2162
8660:17,32,58,61,542,554,616,650,1476,1567
8670:17,58,81,94,542,780,1023,3423,21445,77038
8681:76,84,101,302,356,650,654,699,1424,8683
8692:508,718,731,780,1535,2379,3423,4048,8283,18239
8711:3256,11979,12241,13208,16970,18848,22372,39306,46474,70868
8717:61,76,81,262,508,542,1344,3819,5767,17071
8718:984,1147,1230,1326,1400,2103,2370,5480,7711,8860
8719:8,58,61,138,354,564,616,654,1102,25374
8735:17,29,162,322,3244,4174,5420,6759,10047,11524
8736:17,245,500,6127,6491,7503,7890,11671,18239,32616
8746:58,62,84,302,394,542,616,787,1344,1511
8747:58,138,226,238,302,354,518,616,650,1535
8755:58,76,302,616,654,27582,27589,55473,62378,86870
8760:17,58,302,363,616,654,1001,1046,38295,88028
8765:2139,6444,8122,9075,15657,55131,62636,64918,102478,104961
8768:238,698,2139,4194,5726,18892,19089,31619,39619,56217
8771:8,17,58,65,76,94,354,654,1511,1762
8774:58,65,493,699,2266,5343,6837,8483,15521,17390
8782:168,463,760,1400,1528,5557,8733,8860,31387,42707
8788:29,58,62,84,101,116,542,1245,5753,25946
8789:17,76,94,301,518,931,1987,3163,7006,117014
8790:247,2766,7793,11563,16158,17567,40518,74453,82551,104630
8802:15,94,101,285,301,302,354,616,654,8870
8810:17,61,508,542,616,873,9212,9413,11268,67068
8812:140,226,508,687,1749,2204,2379,2967,3137,6108
8822:6,17,48,58,76,429,669,8725,64912,114203
8825:58,84,302,616,650,654,1455,4756,7795,9342
8844:84,138,182,715,2121,4205,25832,49290,100851,110529
8850:76,508,564,1527,1712,2880,3107,4755,6266,10041
8852:17,70,81,84,302,542,1119,1884,6263,100158
8862:17,84,245,899,908,1023,9854,65171,85020,104993
8863:8,15,58,302,354,554,654,861,1196,2816
8868:8,17,245,354,364,518,654,947,1762,2583
8870:8,17,29,58,76,94,138,518,616,1762
8872:17,58,61,65,245,302,354,364,510,861
8877:15,32,94,402,564,654,787,1196,5117,9943
8889:17,76,931,1936,2583,7048,8011,39766,57664,123202
8890:17,76,226,654,1462,2139,9429,16542,81446,114846
8900:15,58,62,239,289,302,402,542,654,1403
8906:8,15,17,354,508,616,654,1023,1535,77859
8912:8,17,32,138,302,564,1462,46033,68400,103568
8913:840,2548,5111,5627,10230,10997,14793,41272,68608,76489
8915:15,17,58,61,65,119,302,518,654,1287
8916:8,17,302,508,518,616,654,51694,52967,57740
8920:81,238,354,654,731,10071,42467,65799,80739,83807
8924:17,61,76,226,364,441,508,1744,13020,13170
8931:32,58,62,84,301,302,518,542,616,1196
8935:65,84,94,302,616,787,1360,1987,2583,7048
8936:17,76,81,302,669,736,6306,40588,54180,89051
8958:32,84,101,239,302,616,654,902,999,51194
8984:162,297,352,1462,9345,9725,14754,25127,29417,60889
9000:17,29,302,554,616,736,1102,1804,4174,13458
9001:94,1467,1905,4797,6417,8898,16127,25629,47366,55337
9013:17,29,58,285,289,616,654,1196,93405,97220
9024:8,17,58,162,238,302,356,650,654,20415
9079:17,58,61,81,217,542,616,654,1196,1535
9085:17,48,84,94,364,518,654,899,1119,1987
9096:1455,1712,2880,4568,6266,6713,7859,12990,20806,27344
9098:17,76,124,698,1002,1558,2139,9417,10232,51850
9106:3,8,58,61,84,301,302,518,654,1102
9111:62,65,194,356,398,564,1109,1240,4536,15676
9122:17,58,302,861,1196,9693,12427,40265,44495,78933
9128:29,58,542,564,616,654,1162,1196,1804,6809
9135:17,564,3448,4203,4756,7795,8861,10075,10641,10682
9141:189,1206,1352,1527,1712,2880,3107,5624,7880,11725
9152:58,61,119,301,302,616,654,1119,3233,5567
9155:8,15,363,8409,17740,55433,66983,86151,103001,120467
9157:311,533,2543,3034,4671,7926,57971,69204,107533,112933
9158:40,1126,1371,3131,3717,4292,4357,29491,77779,88623
9159:15,17,32,245,302,353,394,518,3429,18319
9160:189,1527,1712,2880,3107,3172,4568,4825,6434,10041
9161:760,984,1124,1400,1740,2153,2318,5557,8860,59029
9171:29,58,65,84,361,616,654,749,44873,54574
9173:15,76,101,245,302,518,654,1152,2403,20988
9200:3787,4621,14628,14671,27781,30734,44407,45041,52378,70182
9224:8,17,48,226,508,616,899,1023,1382,6759
9225:311,866,1011,1077,4445,4625,14259,21314,22643,64018
9233:17,1930,6383,15373,18708,21029,21795,22776,42657,71671
9236:17,61,103,131,245,518,1002,7006,27013,54549
9237:29,61,65,84,289,542,1874,3101,6873,48110
9238:6,8,58,239,285,302,508,518,654,1344
9245:29,239,302,1362,1476,5542,25222,62574,72974,90299
9249:8,15,17,58,245,518,656,1405,2076,14314
9256:8,15,62,65,245,508,518,616,866,1987
9276:15,17,58,224,245,601,616,650,1245,4589
9288:58,76,302,518,542,616,654,1287,1405,26062
9290:4409,8322,13077,13647,16965,18743,20986,24933,25985,30815
9291:8,58,61,230,302,402,542,564,1196,14202
9310:17,58,62,76,302,542,616,654,861,5575
9312:15,58,84,301,302,518,616,654,1476,1511
9313:17,65,245,542,616,650,654,787,999,1126
9331:3146,4875,5545,11246,12045,12565,12964,52132,64240,85508
9333:203,353,3039,4650,4965,6210,10869,16431,34582,95159
9350:8,17,84,289,302,518,616,654,736,1102
9357:654,986,7585,9760,20184,75090,77083,78100,80021,83385
9359:8,58,114,518,554,564,616,654,1196,1804
9364:17,58,245,301,363,508,654,1645,5389,31120
9368:70,81,199,226,962,1239,4702,38319,48701,50917
9369:135,168,574,719,2103,4792,4877,8860,101978,102614
9371:58,302,496,518,654,787,866,947,2162,8151
9381:1913,18750,19319,19376,22507,22856,26519,50384,62347,94260
9389:6,322,650,2939,7194,7560,18077,32076,39645,45970
9394:15,29,58,65,103,301,354,564,616,654
9400:17,58,238,302,356,542,861,1804,4162,34507
9402:9815,10611,12728,16621,30556,30686,32360,58119,84418,85396
9420:58,84,301,302,542,616,787,899,5017,18867
9431:17,1023,1077,4671,7468,8392,9435,12861,14259,42989
9432:8,17,301,302,354,518,616,654,1762,24834
9433:301,16952,43850,47832,71022,77882,95228,103886,109750,118575
9437:3746,5053,5962,10048,11358,13555,15278,18975,23051,74239
9442:138,140,262,780,1749,1888,2241,3137,4194,6108
9443:8,58,61,76,84,302,518,542,654,787
9451:58,285,301,302,354,518,564,616,787,1276
9473:189,1206,2880,4568,4755,10041,22777,23884,29335,59924
9474:15,17,65,226,302,354,654,1023,5078,69223
9486:162,614,1589,2073,2469,3509,15360,24364,94680,94987
9487:17,61,84,302,542,564,616,654,3476,94112
9489:17,61,84,542,564,616,654,12469,19188,30353
9494:157,245,508,840,931,2548,3196,4755,5111,14793
9498:17,46,58,70,94,101,654,866,4926,7193
9499:8,17,58,289,554,564,616,654,861,2172
9500:15,17,32,40,508,518,542,616,736,5729
9507:15,32,58,354,496,564,1549,53415,58254,87205
9514:6,1989,9961,19244,23317,36401,45791,63098,78100,85292
9525:8,17,302,363,364,496,518,654,1187,2162
9528:15,17,103,353,402,542,9376,43589,73077,113448
9531:262,616,1851,27438,35368,48825,50531,77204,77264,102836
9535:76,354,616,698,1023,2423,3054,3477,8167,36210
9538:15,17,58,162,302,508,518,542,554,654
9541:17,48,61,226,301,518,26441,29477,70330,96167
9553:546,1205,2254,3901,7240,16056,21645,108638,111574,122169
9568:311,1547,2543,7088,7622,8759,12861,19378,21479,24673
9570:17,76,226,302,354,564,616,736,56495,69520
9571:698,5084,11626,31835,36268,46731,54474,64758,65998,105369
9573:4,698,7450,8102,10048,11358,13555,18975,41385,66271
9576:719,731,936,2967,4048,10038,15426,23317,48352,80563
9580:17,58,61,302,483,564,616,902,4072,63579
9590:17,29,58,289,301,302,354,518,542,1382
9593:58,84,301,302,616,654,1348,1359,29063,79508
9606:189,508,2200,3484,5254,7006,31194,62160,117219,122620
9612:15,58,101,302,322,364,518,554,559,616
9613:8,17,70,76,302,616,650,654,1266,10085
9614:70,103,687,754,1216,1888,2527,8139,18639,71405
9630:719,801,984,1400,2103,2153,5480,7180,7711,8860
9665:8,17,58,84,101,354,554,861,1196,1762
9666:398,4719,4941,5598,11644,13388,29808,32850,105939,110603
9668:17,58,189,302,616,3231,6539,23406,49080,73450
9680:15,17,29,58,302,564,616,650,654,1023
9685:6,17,58,62,84,356,518,654,32001,56303
9693:15,17,58,84,94,301,302,564,616,654
9694:70,76,138,301,302,654,698,826,25918,32578
9696:350,795,924,1678,12508,54651,66895,68421,75758,98705
9711:223,656,1930,6432,6720,18422,36005,36868,36887,88297
9722:17,61,302,873,1126,1410,6243,8651,46215,80120
9727:38713,39860,41064,46178,50463,58835,67350,68947,77905,83977
9742:6,8,17,29,62,616,1348,5724,35160,68750
9745:17,58,84,542,554,654,861,1476,3234,4563
9752:61,94,119,1002,8066,9266,12982,42430,50012,62664
9753:17,245,496,891,947,1119,1195,4420,6945,15242
9755:17,29,58,61,66,162,616,650,654,1102
9757:17,70,3966,9682,23599,48361,59623,64665,65787,75402
9786:48,76,84,285,302,361,518,654,1119,1187
9808:17,61,245,361,402,616,3223,8154,35353,94324
9810:17,1122,1406,5253,9448,15937,23398,33683,33720,78031
9812:8,58,61,84,301,302,354,736,1125,7760
9813:17,65,931,1126,1471,9212,18532,55244,67068,97068
9818:17,58,84,301,302,361,518,650,654,1102
9820:422,518,1598,4268,12988,27519,49696,52411,84183,94970
9824:1002,1256,3618,4194,4421,4513,6315,9055,16036,38225
9827:17,32,84,131,245,302,564,654,1187,1287
9831:168,574,719,984,3211,5480,5738,8860,18895,25393
9834:15,17,65,302,364,616,1001,1126,2185,50946
9837:17,29,101,138,245,449,616,654,859,1102
9839:17,70,81,262,425,698,731,1086,63687,81802
9840:353,354,3521,4256,4268,4487,10365,11991,28705,71315
9864:3,15,17,29,58,190,654,1476,3234,9387
9879:17,873,967,1276,1945,3017,15584,26405,94368,98624
9890:17,29,58,84,116,302,542,650,654,861
9891:29,58,289,301,508,518,554,654,1762,2570
9892:8,17,103,564,901,1002,4475,4586,12165,16263
9896:17,65,94,245,353,899,947,1827,8871,20167
9899:61,301,302,518,654,866,23516,76386,77614,103592
9900:15,17,518,542,616,654,1086,1196,8811,89055
9911:17,61,84,508,616,654,8671,11951,80425,110243
9926:15,58,61,84,94,239,302,654,861,1762
9927:61,119,138,356,508,518,650,736,999,1511
9929:8,58,84,245,289,301,302,616,654,87242
9944:12222,14201,36269,39547,44984,48271,49920,56364,83954,113412
9945:17,311,354,866,7146,7334,12808,12861,17376,39323
9946:48,140,224,899,10404,10503,14508,19489,27291,33562
9961:647,2178,18536,19621,20621,22632,63691,86476,91460,119109
9984:3,12550,29024,42912,45073,46837,69454,74617,96683,97382
10030:15,76,101,289,302,363,564,616,654,861
10040:168,760,984,2318,5738,7994,8860,11834,52042,61057
10050:15,17,131,616,2447,6905,27127,49796,63052,69907
10051:17,409,6450,10343,27572,35144,40465,49076,56594,89602
10073:17,52,302,356,650,654,1023,1140,10012,30427
10078:17,29,70,236,409,1245,1866,8231,16996,20846
10082:15,58,245,508,542,654,873,1827,2403,2696
10084:58,70,301,1295,2579,3068,29721,52056,56967,91352
10086:17,29,58,61,245,302,463,10259,10648,113336
10088:5595,8419,16501,22059,25368,28632,31342,40142,74730,81719
10090:17,40,890,2139,5670,22498,42640,53895,56166,70959
10110:8,84,285,301,302,518,542,616,654,4802
10111:17,32,76,245,402,508,542,564,5117,8673
10115:8,15,53,65,76,97,245,1245,17975,52988
10117:8,15,17,302,518,654,22942,38176,65507,88081
10130:17,58,70,84,496,508,518,17733,21744,39678
10132:15,17,238,302,327,616,1152,1405,2200,5567
10133:76,138,224,500,542,698,704,3610,9289,12310
10136:17,302,398,564,9722,12532,24753,29021,45496,105311
10140:17,29,58,302,402,616,654,12484,26316,27583
10148:574,719,801,984,1124,1326,1400,2153,5480,5738
10155:8,17,483,518,616,787,1410,5303,5582,8213
10156:17,76,535,1460,1744,2028,2715,3307,5738,115131
10194:8,58,114,301,302,354,654,787,97505,116680
10196:15,32,58,94,302,542,616,1405,3931,24768
10200:48,947,970,1524,2162,2403,3506,8871,9490,10046
10210:17,70,1023,1050,1551,2447,4941,5567,24919,37386
10233:32,40,1208,18156,33833,65269,95841,100785,109758,120587
10235:3060,3282,6320,10882,32965,40831,42203,60256,64639,83921
10236:605,2377,22066,33195,49842,65107,92484,98423,102580,115745
10237:15,17,29,58,101,302,518,554,654,2570
10249:6,17,138,273,656,1462,2013,109476,117030,122743
10254:6,8,17,58,285,302,616,654,37231,103679
10267:8,94,354,508,518,521,616,736,866,1187
10275:15,518,787,6129,12781,22110,25450,30808,35670,108124
10276:58,84,289,302,454,564,616,650,654,1196
10279:6,17,29,302,616,654,861,1196,1550,41166
10302:15,101,285,486,495,1866,1937,2030,3234,10957
10303:496,1930,17448,22218,25201,38577,46240,72700,76972,89570
10304:3,58,193,302,354,654,755,29798,45312,65881
10306:15,17,285,289,554,616,654,787,3476,16811
10313:245,296,616,3233,3824,5928,12237,36714,52627,58581
10317:8,84,239,302,518,654,736,866,1077,57545
10335:76,225,398,669,866,947,83186,102318,106204,122178
10339:29,32,61,301,354,559,616,654,875,1119
10342:15,17,119,508,616,654,787,999,1511,110168
10346:225,238,266,409,564,7742,8843,10880,37983,51326
10359:58,62,285,302,363,616,654,966,58170,59644
10364:8,17,364,542,616,826,1086,1196,1405,21486
10366:15,29,58,61,84,301,654,1102,1511,1804
10371:65,363,508,518,3550,19330,19829,74038,79096,83367
10377:17,48,58,73,101,138,302,654,1187,1535
10378:17,168,302,463,654,2153,8860,18935,76552,97626
10387:8,302,654,5287,6589,6774,8322,30503,48539,53812
10388:15,17,32,62,302,518,542,568,654,1023
10392:17,29,58,76,224,262,302,616,654,866
10408:840,2548,3370,5111,5627,10541,13049,14793,18269,33763
10420:15,17,58,81,94,302,654,1790,2379,9585
10427:6,94,3039,4996,9711,45848,61213,73383,74093,96054
10439:8,15,84,94,138,289,301,354,518,650
10445:15,17,61,84,327,518,571,616,873,3704
10454:15,17,58,61,70,245,616,1471,14554,31015
10471:17,32,58,101,302,654,1405,1762,49084,56243
10478:17,32,58,61,84,138,616,1462,5254,35348
10479:70,616,787,4996,39438,52696,68370,75860,77710,113585
10480:17,58,61,238,302,518,542,650,654,787
10488:15,58,84,138,301,302,361,654,866,1102
10502:11241,21868,22678,28760,38702,41101,49575,53201,56913,58923
10513:17,84,124,302,642,654,1109,1405,64024,67618
10523:13,441,1002,3618,4513,8705,15199,16036,94711,112533
10543:17,32,245,353,1744,2028,2646,2715,4198,4268
10554:6,15,48,1069,2092,23161,37332,59158,67812,76076
10563:70,84,101,302,378,496,899,947,1119,4420
10564:8,84,302,311,354,654,866,2675,2829,8066
10570:15,17,58,84,285,289,303,542,861,3234
10573:76,533,911,1397,2510,5319,5975,8066,9054,14268
10580:17,58,247,302,755,3372,17567,19871,83134,115960
10636:8,84,236,289,302,616,654,787,39700,49612
10655:8,17,84,302,518,654,1102,9890,13468,35566
10691:15,17,32,61,103,364,518,542,616,902
10693:8,17,62,101,289,302,518,591,654,787
10698:15,17,29,58,302,363,650,654,861,107592
10707:17,236,299,302,313,2235,4203,5252,10682,18017
10710:32,58,70,94,449,518,616,749,1023,1476
10726:98,888,1344,2520,3307,6559,22655,38302,69494,103120
10747:8,17,29,84,302,654,866,76477,76486,76542
10758:15,17,58,65,302,654,889,1126,1606,4364
10770:311,700,1011,2543,7334,7622,11855,12861,17486,22643
10779:8,17,29,58,302,518,650,654,44545,47133
10794:17,58,76,302,616,654,861,1424,2158,15583
10801:40,58,76,81,518,564,698,2414,35168,103715
10807:17,103,131,157,245,518,947,1119,1187,14108
10820:26326,28525,36039,38085,48277,48286,52547,64104,66760,96651
10842:866,2175,5122,7089,8084,10291,28781,46525,62760,118388
10843:3,6,15,17,58,518,559,616,650,1567
10844:76,508,542,1023,1462,2265,28132,31633,41447,105574
10845:247,3672,9289,10770,13667,14117,17185,40137,61664,65072
10854:3492,5319,13566,16689,23368,41850,51617,54897,78928,107981
10858:17,58,61,94,518,616,3174,11381,18211,34396
10871:8,15,17,32,45,58,62,616,654,30386
10892:8,17,29,65,1703,9318,11861,42291,45337,101691
10905:736,1342,7021,9289,11717,19871,25983,42024,80505,115960
10908:17,58,84,302,508,518,616,873,902,101446
10913:12306,12869,20118,22926,27944,31000,35378,45225,46072,58232
10920:58,61,103,518,564,616,654,1511,2193,3313
10955:17,48,302,518,875,1119,1187,2162,26721,105238
10956:58,84,138,302,361,518,654,709,866,1023
10968:6,15,17,302,486,518,542,616,654,766
10991:40,81,616,1471,1987,2139,7320,27931,49100,115140
10999:17,29,61,138,542,564,616,787,1357,11122
11000:262,780,3423,3516,4616,5860,8511,10071,15535,22689
11022:58,76,84,103,244,301,302,616,654,92134
11034:17,58,76,84,162,238,654,861,1424,15583
11037:311,862,1011,3034,4625,9435,10883,11626,11855,17486
11047:8,17,486,518,542,616,1127,1359,6243,29891
11055:58,327,542,698,1535,2703,6196,18966,25337,31378
11099:17,58,97,302,542,616,650,654,1476,3234
11105:61,245,301,302,354,508,518,559,787,899
11110:17,44,496,564,902,1164,2008,21696,35966,112322
11118:377,1991,2904,3137,6475,9790,14612,16029,27788,78463
11132:17,124,245,564,710,3107,4755,5320,6609,122099
11134:17,226,245,363,521,616,1535,3423,7620,18756
11135:15,17,58,65,131,302,518,616,654,2583
11149:8,58,101,301,302,518,554,654,866,2570
11150:1337,4040,5319,5975,6120,8443,11590,17316,30936,76253
11193:17,76,301,429,719,2318,36541,49767,91690,116263
11211:684,993,1313,1651,2354,2528,18883,28996,36727,49980
11222:6261,19544,30759,34240,42389,50369,50516,65045,96442,109642
11228:13,76,441,827,1002,1256,4513,4715,9055,16036
11240:8,17,76,81,84,302,616,654,866,986
11259:17,65,94,131,669,6856,8322,13077,30815,51232
11264:17,29,58,495,650,654,1476,55883,66472,87227
11273:29,32,58,84,94,101,363,616,1102,1476
11278:17,58,76,302,395,616,654,11803,14823,16105
11279:17,2405,13926,19000,30455,35846,52989,58982,113529,118856
11280:76,81,168,226,298,574,984,1326,18793,34432
11287:8,58,138,301,354,508,564,616,654,1023
11332:508,698,1097,2139,2239,31188,65242,98337,100792,108417
11360:17,58,76,84,302,654,866,986,2703,12307
11363:17,58,84,226,542,787,866,1462,5812,18239
11378:17,58,70,76,238,564,2139,3196,15465,30348
11388:190,616,901,4267,16804,25652,34115,36303,43418,51943
11394:295,472,518,931,1126,1606,12776,14156,18406,19018
11404:15,17,58,61,76,302,616,654,787,19963
11414:6,15,17,32,61,119,301,302,39447,73182
11418:135,984,1400,1527,2103,4825,7180,8733,8860,14754
11419:8,58,61,245,302,518,654,749,1535,1545
11426:17,236,776,7214,21816,34214,49961,88420,101693,112723
11427:76,226,367,2139,3054,3477,4575,12332,25910,45095
11428:17,84,302,354,542,554,654,1102,18873,108451
11431:17,58,62,239,285,302,542,616,654,5991
11437:17,76,226,698,1002,1730,1902,2548,10438,37528
11439:81,245,826,873,1382,2302,5117,36819,79410,93409
11444:17,29,84,301,518,542,616,654,1839,20098
11458:8,58,483,658,1196,4083,6346,9716,17800,24893
11462:17,65,103,131,245,931,1388,1987,2139,106250
11463:15,32,58,245,508,542,787,861,1762,8276
11484:17,58,402,542,616,654,5869,13523,34601,50967
11507:17,285,302,361,363,364,518,616,650,1730
11510:17,45,58,62,190,542,616,650,654,1196
11511:542,2520,13400,18210,33229,39336,56430,58632,76547,116222
11525:17,58,61,285,302,616,654,1476,2030,19963
11529:17,29,58,239,301,302,616,654,1476,37343
11535:32,45,58,61,302,616,654,2265,3943,14966
11537:17,58,162,182,186,1342,3378,7478,22713,40356
11538:17,29,58,84,301,486,542,564,616,36105
11540:4600,5145,13894,14869,19065,23410,26293,27250,99909,100124
11552:6,8,29,58,302,554,654,873,1102,5987
11554:17,189,1352,1527,1991,3107,3172,4825,6434,10041
11558:481,947,1825,2302,3184,6094,7620,28248,89128,94801
11569:15,61,239,245,285,542,554,616,650,726
11584:17,32,61,62,101,302,518,1535,1804,1822
11586:17,542,787,1405,1511,6324,24467,54994,55062,58383
11603:6,17,29,58,84,302,616,837,861,55475
11606:32,58,84,289,518,542,591,650,1196,25271
11614:29,70,398,2447,4719,5598,6289,13335,37507,78146
11616:17,101,542,1332,1511,3231,14857,16324,69923,77258
11651:17,58,542,564,650,1140,16618,43338,92279,100855
11657:17,84,1058,8975,20954,36785,43414,47263,67309,76822
11660:17,58,84,138,224,273,495,554,650,1653
11670:6,8,17,61,76,182,518,616,4753,7029
11676:262,550,731,780,2241,3137,8511,14174,16404,30033
11685:17,58,302,483,508,518,616,654,787,2990
11699:44,574,2337,5403,18915,25018,44945,72207,72384,99548
11700:15,58,61,302,363,654,866,899,1196,1568
11716:3,58,65,84,302,361,378,654,1102,2337
11719:17,61,76,84,378,508,787,1511,1551,3137
11723:17,65,84,1405,1790,5567,15098,37974,52522,77934
11738:8,17,302,508,542,616,654,1102,1762,56530
11749:61,81,84,94,288,780,1749,2241,71444,105997
11775:8,17,84,138,226,301,518,616,1023,17183
11781:17,29,58,61,119,554,616,654,1196,8730
11788:17,29,76,542,654,698,3159,7153,10617,59347
11795:15,17,65,131,486,518,1410,1987,2139,4510
11799:8,17,94,890,1730,2139,3568,5097,10039,18425
11818:17,32,58,84,616,654,787,15158,27834,32278
11825:17,70,81,238,297,508,521,1405,1884,80740
11835:17,29,58,483,495,616,861,3234,66450,88556
11836:135,168,175,378,719,21998,24384,31171,50345,94940
11838:873,16011,33984,35501,43540,49645,53636,57418,57649,96616
11839:223,394,1804,3429,10345,12988,23676,52411,84183,97455
11843:245,400,441,710,1002,1065,1744,3506,4547,11694
11844:17,58,224,755,23356,33681,51436,56745,68913,79048
11847:17,441,1065,1744,3976,4513,16465,54442,56580,94957
11851:8,29,866,74223,74276,77548,77617,77642,77659,78849
11856:500,780,1535,1888,3756,3819,4048,4194,7211,8667
11863:8,17,29,58,76,81,262,302,866,986
11864:17,29,94,138,354,364,518,542,654,899
11865:15,17,29,58,70,84,226,302,518,787
11883:76,225,654,8364,11825,13183,14797,35382,74107,76675
11884:81,500,986,1326,1682,1888,7776,19112,58648,90981
11885:13,1002,1256,1744,3506,4513,4696,4715,14955,24838
11892:347,1974,3847,4114,5398,9222,78504,79062,115552,116205
11893:17,76,302,564,616,1102,2354,4093,10692,60434
11896:8,15,17,58,103,224,616,654,33461,80971
11910:48,84,496,616,654,787,899,947,1927,6450
11913:17,58,84,285,302,521,654,761,5581,16618
11922:8,17,32,84,239,289,302,616,654,726
11928:17,48,58,302,409,616,654,1245,1511,7800
11929:15,84,101,542,564,650,654,1196,1535,3137
11939:17,70,81,140,182,616,1382,42147,45094,116899
11956:29,76,84,354,542,554,616,650,654,1102
11962:17,40,58,76,81,654,1730,2139,3847,24381
11968:6,15,17,327,483,616,873,1539,7048,20334
11972:17,119,162,302,650,1360,1402,82167,88337,122092
11979:65,254,302,546,616,866,1405,7305,33712,87110
11983:15,17,58,76,508,564,616,654,56291,77386
11988:15,58,302,354,508,518,616,1196,1511,5753
11990:3484,4357,18765,20452,23393,47717,79005,105021,110421,122719
11996:15,48,58,8725,48425,54854,64912,103566,118822,119221
11999:245,441,508,1205,1744,2715,3506,7630,11260,14955
12008:17,32,58,289,302,542,616,654,1508,2469
12010:8,17,103,197,710,1987,3196,4513,5117,8069
12011:17,32,45,58,302,564,616,650,690,25996
12027:8,17,58,302,564,650,654,5160,20405,107791
12028:15,84,289,542,650,654,1476,2316,3234,4578
12037:15,17,29,32,61,162,302,322,616,6759
12047:17,226,508,1009,1164,2008,2139,30856,48740,103381
12050:15,17,138,301,322,518,616,654,36715,53415
12067:2528,4093,4110,4146,6117,10302,12093,16658,26437,28389
12084:17,101,194,289,364,554,654,861,1140,1196
12094:135,168,463,984,1400,2318,2632,2642,4877,7235
12130:8,17,61,289,302,518,616,1196,57671,73291
12170:8,17,58,289,302,356,542,564,616,654
12199:17,58,289,302,542,790,10567,11796,88166,122548
12211:1651,2354,2528,3043,6117,6901,12093,16658,37266,39373
12213:40,344,826,994,1558,5739,13835,33167,33950,51063
12232:8,15,17,32,101,289,542,554,654,861
12234:8,15,17,32,65,131,518,654,1405,99605
12235:6,17,58,162,302,356,495,692,1240,1476
12237:17,224,225,10291,30139,40898,41523,45322,79435,108904
12239:17,76,363,402,500,564,805,18892,28166,75790
